title,view,tags
گمشده سپاهان در راه بازگشت,35300,"سپاهان, شهریار مغانلو, ژوزه مورایس, لیگ برتر ایران, فوتبال"
چهره مغضوب مورایس در تمرین سپاهان (عکس) ,28500,"سپاهان, نساجی مازندران, لیگ برتر ایران, برایان دابو, فوتبال"
حسادت ستاره بارسا به جود: این چقدر شانس داره!‏,34100,"رئال مادرید, بارسلونا, الکلاسیکو, جود بلینگام, پدری, لالیگا اسپانیا, فوتبال"
آتش‌بازی بنزما و حمدالله در صعود,15100,"الاتحاد, کریم بنزما, لیگ حرفه‌ای عربستان, فوتبال"
مدیران سازمان بازرسی در تمرین پرسپولیس,16800,"پرسپولیس, رضا درویش, یحیی گل محمدی, لیگ برتر ایران, فوتبال"
عصبانیت امباپه از توپ طلا: من نباید اینجا بنشینم!‏,111500,"پاری سن ژرمن, توپ طلا, کیلیان امباپه, فوتبال"
جایزه بهترین فدراسیون به ایران نرسید,10100,"مرد سال آسیا, فوتبال"
حمله تند لئو به خبرنگار بارسایی: دوباره دروغ‌ می‌گویی,34600,"لیونل مسی, توپ طلا, فوتبال"
خشم رونالدو از تشویق مسی: ساکت شوید! (عکس),58600,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
نماینده شهر اولین‌ها سودای بازگشت دارد,5600,"نفت مسجدسلیمان, لیگ آزادگان, ابراهیم اشکش, فوتبال"
مرد سال آسیا از ایران انتخاب شد (عکس),56900,فوتسال
راهیابی دو بوکسور نوجوان ایران به فینال قهرمانی آسیا,2300,"تیم ملی بوکس, بوکس"
بعد از سال‌ها سوارز مقابل مسی بازی می‌کند!‏,15500,"تیم ملی اروگوئه, لوئیس سوارز, فوتبال"
بهتر است تصمیمات اتاق VAR محرمانه بماند!,10100,"لیورپول, داوران, لیگ برتر انگلیس, فوتبال"
"روماریو: لعنت به آنچلوتی، با دینیز تا آخر!",61300,"کارلو آنچلوتی, روماریو, فوتبال"
کار سخت مدیرعامل موفق در ورود به مربیگری ,9000,"ملوان, پژمان نوری, شهرداری آستارا, لیگ برتر ایران, لیگ آزادگان, فوتبال"
اشتباه تاریخی ‏VAR‏ ‏علیه رونالدو: تیم‌ها را اشتباه گرفتند!‏,39600,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
ارزشمندترین جایزه سال فوتبال آسیا به الدوسری رسید,10500,"الهلال, تیم ملی عربستان, مرد سال آسیا, لیگ حرفه‌ای عربستان, سالم الدوساری, فوتبال"
دشمن لوکاکو مورینیو بود نه هواداران اینتر!,19600,"اینتر, آاس رم, روملو لوکاکو, خوزه مورینیو, سری آ ایتالیا, فوتبال"
پایان 7 ماه دوری تلخ: قلی‌زاده وارد شد,14000,"علی قلی زاده, لخ پوزنان, فوتبال"
بازگشت کاپیتان سپاهان در سایه جنجال دیده نشد! ,7100,"سپاهان, محمد کریمی, لیگ برتر ایران, برایان دابو, فوتبال"
پست مشترک اوساسونا - استقلال: موفق باشی نکو,71800,"استقلال, اوساسونا, جواد نکونام, لیگ برتر ایران, فوتبال"
نوجوانان در محاصره دو قهرمان قبلی جام جهانی زیر17 سال!,4800,"تیم ملی نوجوانان ایران, جام جهانی نوجوانان, حسین عبدی, فوتبال"
دانیال شاید با بانداژ مقابل صنعت نفت,3700,"پرسپولیس, دانیال اسماعیلی فر, لیگ برتر ایران, فوتبال"
این مربی امیدوار است ۱۳ بخیه‌اش درس عبرت شود!,11700,"مارسی, لیون, گروسو, لیگ یک فرانسه, فوتبال"
صعود نفس‌گیر النصر در شب پرحاشیه کریستیانو,26800,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, سادیو مانه, فوتبال"
واکنش مدیرعامل مس به دخالت در کار ساکت الهامی,8400,"مس رفسنجان, ساکت الهامی, لیگ برتر ایران, فوتبال"
نمی‌دانستم دیشب مراسم توپ طلاست!,46300,"بایرن مونیخ, توماس توخل, بوندسلیگا آلمان, فوتبال"
یک ماه جهنمی مقابل بارسای ژاوی!,21700,"بارسلونا, ژاوی, لالیگا اسپانیا, فوتبال"
پاسخ فوری و جنجالی رادو به بیانیه پرسپولیس!,76300,"پرسپولیس, بوژیدار رادوشوویچ, لیگ برتر ایران, فوتبال"
اظهارنظر عجیب هم‌تیمی هالند: او بهترین ما نیست!,30300,"منچسترسیتی, توپ طلا, ارلینگ هالند, فوتبال"
هشدار رونالدو به هندرسون: مراقب حرکاتت باش!,39900,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
تشکر اجباری بارسا از مسی: عاشقتیم لئو,24900,"بارسلونا, لیونل مسی, لالیگا اسپانیا, فوتبال"
فوری از اینفانتینو: عربستان میزبان جام جهانی!,32000,"فیفا, جانی اینفانتینو, فوتبال"
می‌دانم هیچوقت مربی تیم محبوبم نمی‌شوم!,22500,"چلسی, جان تری, لیگ برتر انگلیس, فوتبال"
گل و شیرینی در تمرین تیم تهرانی! (عکس),16100,"هوادار, لیگ برتر ایران, فوتبال"
معاون درویش: استفاده از اعترافات مدیران استقلال,28500,"پرسپولیس, استقلال, رضا درویش, لیگ برتر ایران, فوتبال"
پست احساسی پدر بلینگام برای جایزه ویژه (عکس),21600,"رئال مادرید, جود بلینگام, لالیگا اسپانیا, فوتبال"
"یکی مثل ولاسکو می‌خواهیم، تشنه کار و موفقیت",10300,"تیم ملی والیبال ایران, تیم والیبال شهداب یزد, لیگ برتر والیبال, والیبال"
جریمه قهرمان المپیک به خاطر خشونت خانگی!,11000,"الکساندر زورف, فوتبال"
شادی بیرانوندی رونالدو در جواب تشویق مسی (عکس),68700,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
ستاره سابق لیورپول دور از الاتحاد,9500,"لیورپول, الاتحاد, لیگ حرفه‌ای عربستان, فابینیو, فوتبال"
نزدیک شدن یک بازیکن به ترکیب اصلی سپاهان,9500,"سپاهان, هادی محمدی, لیگ برتر ایران, فوتبال"
ایران و جام‌ جهانی بدون تدارک خاص!,12900,"تیم ملی نوجوانان ایران, جام جهانی نوجوانان, فوتبال"
خواستگاری پر سر و صدای رفیق سردار آزمون!,81100,"آاس رم, پائولو دیبالا, سردار آزمون, سری آ ایتالیا, فوتبال"
حرف‌های مربی استرالیایی درباره تیم بااستعداد ایران,11300,"تیم ملی نوجوانان ایران, پوریا نبی, جام جهانی نوجوانان, حسین عبدی, فوتبال"
بیرانوند این جایگاه را با حسینی شریک نمی‌شود!,22500,"پرسپولیس, علیرضا بیرانوند, لیگ برتر ایران, فوتبال"
رامین ماهیچه‌ها را سانسور می‌کند!,27800,"سپاهان, رامین رضائیان, لیگ برتر ایران, فوتبال"
۱۱ و ۶۹ از فینال آسیا تا کیت سبز در قلب اصفهان,5300,"پرسپولیس, ذوب آهن, کمال کامیابی نیا, شایان مصلح, لیگ برتر ایران, فوتبال"
سرقت عجیب از خانه مدافع رم,11900,"آاس رم, تیم ملی انگلیس, كریس اسمالینگ, سری آ ایتالیا, فوتبال"
رسمی: بازی بعدی پرسپولیس در ورزشگاه آزادی,30700,"پرسپولیس, ورزشگاه آزادی, لیگ برتر ایران, فوتبال"
سپیدرودی‌ها در کرج هم پشت پیوس (عکس),9100,"فرشاد پیوس, سپیدرود رشت, لیگ دو, فوتبال"
شگفتی در جام حذفی آلمان: مدعی اوت شد!,30800,"بوندسلیگا آلمان, جام حذفی آلمان, فوتبال"
رفسنجان در انتظار بازگشت ساکت,4900,"مس رفسنجان, ساکت الهامی, لیگ برتر ایران, فوتبال"
سالم الدوساری توپ طلای آسیا را پس نمی‌دهد,50600,"الهلال, تیم ملی عربستان, مرد سال آسیا, لیگ حرفه‌ای عربستان, سالم الدوساری, فوتبال"
سعید و پاس گلی که این بار خوش یمن بود,12500,"استقلال, محمدحسین مرادمند, سعید مهری, آرمان رمضانی, لیگ برتر ایران, فوتبال"
دعوای عجیب بازیکن و سرمربی: اینقدر برگر نخور!,22300,"تاتنهام, گالاتاسرای, سوپرلیگ ترکیه, تونگای اندومبله, فوتبال"
بعضی از تیم‌ها با یک شوت دو گل می‌زنند!,13800,"چلسی, مائوریتسیو پوچتینو, لیگ برتر انگلیس, فوتبال"
خبر خوب برای آزمون و تیمش: بازگشت مصدومان,8300,"آاس رم, پائولو دیبالا, سردار آزمون, رناتو سانچس, خوزه مورینیو, سری آ ایتالیا, فوتبال"
همبازی کلوپ با روحیه در زمین خیریه عمل,6100,"هوادار, یورگن کلوپ, سیروس دین محمدی, محمود فکری, فوتبال"
بایرن با اسطوره تمدید می‌کند,17000,"بایرن مونیخ, توماس مولر, بوندسلیگا آلمان, فوتبال"
انگیزه ویژه گلزن دربی امیدها در تمرینات استقلال (عکس),16400,"امید پرسپولیس, امید استقلال, فوتبال"
دومین حسرت بزرگ در زندگی طارمی,38900,"پورتو, مهدی طارمی, مرد سال آسیا, لیگ برتر پرتغال, فوتبال"
قوی سپید علیه رکورد ۲۷۵ روزه خارج از خانه سرخ‌ها,9200,"ملوان, پرسپولیس, لیگ برتر ایران, فوتبال"
نبرد قهرمانان گرند اسلم به سود شاهزاده خاک رس!,6500,"تنیس مسترز, تنیس"
سریال قراردادهای جدید رئال: 4 ستاره تمدید می‌کنند,21700,"رئال مادرید, وینیسیوس جونیور, ادواردو کاماوینگا, رودریگو, لالیگا اسپانیا, فوتبال"
پیام احساسی همسر مسی: لیاقت همه چیز را داری!,19600,"لیونل مسی, توپ طلا, فوتبال"
"ویسی با توپ پُر، آماده رویارویی پرسپولیس (عکس)",12900,"صنعت نفت آبادان, استقلال خوزستان, لیگ برتر ایران, عبدالله ویسی, فوتبال"
نکیسا ذوبی‌ها را 40 درصد شارژ کرد,14100,"ذوب آهن, لیگ برتر ایران, نیما نکیسا, فوتبال"
سیلی تلخ برای بازیکنان آماتور بایرن,18800,"بایرن مونیخ, بوندسلیگا آلمان, فوتبال"
Without any tag,0,Without any tag
حقیقی و قشنگ‌ترین پیراهنی که تنش کرد,21100,"علیرضا حقیقی, هوادار, لیگ برتر ایران, فوتبال"
اولین پیام تبریک الدوساری از قطر آمد,9900,"الهلال, تیم ملی عربستان, مرد سال آسیا, لیگ حرفه‌ای عربستان, معز علی, سالم الدوساری, فوتبال"
آغوش سیدجلال برای وارث پیراهن شماره چهار,16200,"پرسپولیس, سیدجلال حسینی, علی نعمتی, لیگ برتر ایران, فوتبال"
جرارد: هرگز در فوتبالم داور به این بدی ندیدم!,20000,"استیون جرارد, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
بازیکنان بارسلونا از ستاره آلمانی حساب می‌برند,20500,"رئال مادرید, بارسلونا, ایلکای گوندوگان, الکلاسیکو, لالیگا اسپانیا, فوتبال"
جریمه اینتر به خاطر توهین 40 هزارنفره به لوکاکو!,8800,"اینتر, آاس رم, روملو لوکاکو, سری آ ایتالیا, فوتبال"
پیام غیرمنتظره برای هشتمین توپ طلای مسی,32600,"لیونل مسی, پاری سن ژرمن, ناصر الخلیفی, توپ طلا, لیگ MLS آمریکا, لیگ یک فرانسه, اینتر میامی, فوتبال"
Without any tag,0,Without any tag
مهاجم محبوب مجیدی باید بیشتر گل بزند,20800,"تراکتور, امیرحسین حسین زاده, لیگ برتر ایران, فوتبال"
پرسپولیس در یک‌قدمی سومین شکایت از استقلال!,33700,"پرسپولیس, استقلال, لیگ برتر ایران, فوتبال"
بهانه جدید بازیکنان یونایتد: جوراب‌هایمان تنگ هستند!,17300,"منچستریونایتد, اریک تن هاخ, آندره اونانا, لیگ برتر انگلیس, فوتبال"
سرمربی ایرانی لیگ ستارگان: وقت برد فرا رسیده!,11800,"امید ابراهیمی, لیگ ستارگان قطر, پویا اسبقی, شمال, فوتبال"
جریمه کارت قرمز برای ‌این سه نفر دوبل شد!,17300,"بایرن مونیخ, دارمشتات, جاشوا کیمیش, بوندسلیگا آلمان, فوتبال"
جای خالی بازیکنان ایرانی‌ در میهمانی بزرگان,9200,"بایرن مونیخ, نقل و انتقالات اروپا, بوندسلیگا آلمان, کیم مین جائه, علی دایی, مهدی مهدوی کیا, فوتبال"
رونالدو دوباره سکوهای قطری را پر می‌کند,22700,"پرسپولیس, کریستیانو رونالدو, النصر, الدحیل, لیگ قهرمانان آسیا, فوتبال"
وینیسیوس: بازی برای رئال قابل وصف نیست!,8100,"رئال مادرید, وینیسیوس جونیور, لالیگا اسپانیا, فوتبال"
کلین‌شیت حریف پرسپولیس پس از 9 بازی,12700,"پرسپولیس, النصر, لیگ قهرمانان آسیا, فوتبال"
دادن توپ طلا به مسی مسخره بود!,69800,"لیونل مسی, توپ طلا, لوتار ماتئوس, فوتبال"
جام جهانی مردان چطور به عربستان رفت,17900,"فیفا, تیم ملی عربستان, جام جهانی , فوتبال"
سالم الدوسری پنجمین مرد سال الهلال! ,12100,"الهلال, تیم ملی عربستان, مرد سال آسیا, لیگ حرفه‌ای عربستان, سالم الدوساری, فوتبال"
دستکش بیرانوند 24 عیاری می‌شود,24600,"پرسپولیس, علیرضا بیرانوند, لیگ برتر ایران, فوتبال"
۱۲۵ کشور پشت میزبانی عربستان در جام جهانی!,1900,"جام جهانی , فوتبال"
بارسا خرید بدش را پس می‌دهد!,35300,"بارسلونا, خیرونا, اوریل رومئو, لالیگا اسپانیا, فوتبال"
مورایس و یک مشکل جدید: نیو تارتار!,15800,"ملوان, سپاهان, ژوزه مورایس, لیگ برتر ایران, فوتبال"
دلیل ستاره رئال برای رد پیشنهاد یونایتد فاش شد,35400,"رئال مادرید, منچستریونایتد, ریو فردیناند, جود بلینگام, لالیگا اسپانیا, فوتبال"
قدرت‌نمایی باشکوه گزینه والیبال ایران در ایتالیا,18200,والیبال
"خودش می‌دونه با کی‌ام، دوران حضورتون بسه!",19500,"فوتبال برتر, محمدحسین میثاقی, لیگ برتر ایران, فوتبال"
"اسماعیل، چهره جدید نساجی در لیگ برتر",9800,"نساجی مازندران, اسماعیل بابایی, لیگ برتر ایران, فوتبال"
اعتراف تلخ گزینه تیم ملی: والیبال ایران سرخورده شده!,14000,"تیم ملی والیبال ایران, پیمان اکبری, والیبال"
" آبروی ورزشکار ایران را نبرید، شکایت می‌کنیم!",10500,"پارا آسیایی, بازی های آسیایی هانگژو, جودو"
نوروزیان نه به مدال رسید نه سهمیه المپیک,4600,"تیراندازی با اسلحه, پوریا نوروزیان, تیراندازی"
اولتیماتوم به آنچلوتی: فقط دو ماه وقت داری!,35500,"رئال مادرید, تیم ملی برزیل, کارلو آنچلوتی, لالیگا اسپانیا, فوتبال"
هاشمی‌نسب و همان مشکل همیشگی!,24400,"استقلال, لیگ برتر ایران, مهدی هاشمی نسب, فوتبال"
48 ساعت تا ورود یک ورزشگاه مدرن به لیگ برتر,25800,"مس رفسنجان, لیگ برتر ایران, فوتبال"
طرفداران شمس‌آذر از استقلال بیشتر هستند!,17700,"استقلال, شمس آذر قزوین, لیگ برتر ایران, فوتبال"
مربی سابق تیم ملی: بیایید به معروف و اکبری فکر کنیم,8500,"تیم ملی والیبال ایران, محمود افشار دوست, والیبال"
سفر مهاجم استقلال به قزوین در گروی یک اتفاق,3000,"استقلال, پیمان بابایی, لیگ برتر ایران, فوتبال"
کامبک اسپرز در دیوانه‌وارترین بازی فصل!,7000,"سن آنتونیو اسپرز, لیگ حرفه ای بسکتبال NBA, بسکتبال"
ترکیب تیم ملی زنان در آخرین مسابقه پاریس,2900,"فوتبال زنان, تیم ملی فوتبال زنان, انتخابی المپیک زنان, فوتبال"
دستگاه شوک نارنجی‌ها همچنان روشن است!(عکس),3900,"مس کرمان, اکبر محمدی, لیگ آزادگان, فوتبال"
تقدیر از مربیان آلومینیوم با تشویق حضار!,4100,"آلومینیوم اراک, لیگ برتر ایران, فوتبال"
بازگشت مربی زخمی به تمرین با 13 بخیه (عکس),10000,"مارسی, لیون, گروسو, لیگ یک فرانسه, فوتبال"
هشت توپ طلا و پنج رکورد غیرممکن دیگر لئو مسی!,43700,"بارسلونا, تیم ملی آرژانتین, لیونل مسی, توپ طلا, لالیگا اسپانیا, فوتبال"
"جنگ ستارگان: آخر والیبال، امشب در ایتالیا!",9000,والیبال
Without any tag,0,Without any tag
پیام سرمربی بزرگ برای فرانسه: اینطوری نمی‌برید!,13700,"فوتبال زنان, تیم ملی فرانسه, هروه رنار, فوتبال"
"لغو هفته دهم، مهدی تاج نظر نهایی را می‌دهد",10400,"فدراسیون فوتبال, مهدی تاج, لیگ برتر ایران, فوتبال"
شورش نیمار: نمی‌خواهم در عربستان بمانم!,47100,"الهلال, تیم ملی برزیل, نیمار, لیگ حرفه‌ای عربستان, فوتبال"
پاسخ جنجالی به نکونام و ملایم به مورایس!,95400,"پرسپولیس, یحیی گل محمدی, لیگ برتر ایران, فوتبال"
واکنش والورده به توپ طلای مسی: دیگر مهم نیست!,4600,"بارسلونا, لیونل مسی, توپ طلا, ارنستو والورده, لالیگا اسپانیا, فوتبال"
لوکادیا دوست دارد به پرسپولیس برگردد,9300,"پرسپولیس, رضا درویش, یورگن لوکادیا, لیگ برتر ایران, فوتبال"
با گوجه و سیب‌زمینی از من قورمه‌سبزی می‌خواهند!,25600,"صنعت نفت آبادان, لیگ برتر ایران, عبدالله ویسی, فوتبال"
طلب 102 میلیارد تومانی پرسپولیس از دولت,21300,"پرسپولیس, لیگ برتر ایران, فوتبال"
ایران 0 - فیلیپین 1 : بچه‌ها متشکریم,50300,"فوتبال زنان, تیم ملی فوتبال زنان, انتخابی المپیک زنان, فوتبال"
سکوت ستاره لیورپول شکست: شمع روشن کنید!,15700,"لیورپول, لوئیز دیاز, لیگ برتر انگلیس, فوتبال"
از دستت خسته شده‌ایم وینیسیوس پینوکیو! (عکس),30300,"رئال مادرید, والنسیا, وینیسیوس جونیور, لالیگا اسپانیا, فوتبال"
کفش ویژه مسی به مناسبت هشتمین توپ طلا (عکس),5200,"لیونل مسی, توپ طلا, آدیداس, فوتبال"
"حرکت یحیی،علی پروینی بود!",6500,"پرسپولیس, رضا درویش, یحیی گل محمدی, لیگ برتر ایران, فوتبال"
 یک باشگاه شش تخلف مالیات قرارداد داشته!,6100,"پرسپولیس, رضا درویش, لیگ برتر ایران, فوتبال"
غیبت تن‌هاخ پس از تحقیر یونایتد در دربی,14100,"منچستریونایتد, منچسترسیتی, نیوکسل, اریک تن هاخ, لیگ برتر انگلیس, جام اتحادیه انگلیس, فوتبال"
ايران ميزبان مسابقات جهانى پرورش اندام ٢٠٢٤ جهان ,3100,پرورش اندام - بدن سازی
فروش بلیت بازی پرسپولیس مجدد آغاز شد,3300,"پرسپولیس, صنعت نفت آبادان, لیگ برتر ایران, فوتبال"
برای پنج سال: امضای وفاداری ستاره ناکام با رئال,4400,"رئال مادرید, وینیسیوس جونیور, رودریگو, لالیگا اسپانیا, فوتبال"
دی‌ماریا پشت مسی در آمد: برو جای دیگه گریه کن!,35900,"تیم ملی آرژانتین, آنخل دیماریا, بنفیکا, توپ طلا, لیگ برتر پرتغال, جام جهانی , لوتار ماتئوس, فوتبال"
هشدار به اینتر و یووه: این تیم هم مدعی است,10900,"آث میلان, آریگو ساکی, استفانو پیولی, سری آ ایتالیا, فوتبال"
بلیت بانوان پرسپولیسی فوری تمام شد!,11800,"پرسپولیس, صنعت نفت آبادان, لیگ برتر ایران, فوتبال"
درخشش غیرمنتظره: این بازیکن به ژاوی سرگیجه داد,20700,"بارسلونا, ژاوی, اتلتیک بیلبائو, رئال سوسیداد, الکلاسیکو, آندرئاس کریستنسن, ژول کنده, رونالد آرائوخو, لالیگا اسپانیا, اینیگو مارتینز, فوتبال"
اشتباه تکرار نمی‌شود: ابهام در بازگشت ستاره برزیلی,5300,"آرسنال, میکل آرتتا, گابریل ژسوس, لیگ برتر انگلیس, فوتبال"
آغاز لیگ برتر تکواندو با حضور ۱۱ تیم,336000,تکواندو
روزنامه مشهور ایتالیایی سرمربی والیبال ایران را لو داد ,39500,"تیم ملی والیبال ایران, لورنزو بلنجینی, روبرتو پیازا, والیبال"
خشم ستاره‌های یونایتد: تن‌هاخ آبروی ما را می‌برد!,16200,"منچستریونایتد, اریک تن هاخ, جیدون سانچو, لیگ برتر انگلیس, فوتبال"
لاماسیا توپ‌های طلا را درو کرد,6700,"بارسلونا, لیونل مسی, توپ طلا, پابلو گاویرا, بالده, فوتبال"
لوکاکو کاش ادب و احترام سرت می‌شد!,4800,"اینتر, آاس رم, روملو لوکاکو, سری آ ایتالیا, فوتبال"
برای سومین بار: رئال مادرید زیر قرض رفت,5800,"رئال مادرید, لالیگا اسپانیا, فوتبال"
مدیرعامل پرسپولیس تا آستانه استعفا پیش رفت,9300,"پرسپولیس, رضا درویش, لیگ برتر ایران, فوتبال"
اتفاق ویژه: زنان رفسنجانی هم به استادیوم می‌روند,2100,"مس رفسنجان, لیگ برتر ایران, فوتبال"
دستور ویسی: حمله جلوی پرسپولیس ممنوع!,6400,"صنعت نفت آبادان, لیگ برتر ایران, عبدالله ویسی, فوتبال"
گرت بیل بارسلونا بالاخره بر می‌گردد,24300,"رئال مادرید, بارسلونا, رئال سوسیداد, الکلاسیکو, پدری, لالیگا اسپانیا, فرمین لوپز مارین, فوتبال"
ادعای متهم شماره یک: یونایتد را درست می‎‌کنم,13800,"منچستریونایتد, اریک تن هاخ, لیگ برتر انگلیس, فوتبال"
امیدواری رئال: این ستاره تابستان 2024 برای ماست!,17400,"رئال مادرید, بایرن مونیخ, نقل و انتقالات اروپا, آلفونسو دیویس, بوندسلیگا آلمان, فوتبال"
صدرنشین مقتدر: رئال اینجا با همه فرق دارد!,5200,"رئال مادرید, بارسلونا, اتلتیکومادرید, سویا, اتلتیک بیلبائو, وینیسیوس جونیور, جود بلینگام, خیرونا, لالیگا اسپانیا, فوتبال"
چرخش 180 درجه‌ای: این ستاره جدا نمی‌شود,12100,"یوونتوس, دوشان ولاهوویچ, سری آ ایتالیا, فوتبال"
جنگ مهاجمان در استقلال بالا گرفت!,18800,"استقلال, لیگ برتر ایران, مهرداد محمدی, گوستاوو بلانکو, فوتبال"
کیانوش کوتاه آمد: رستمی در راه المپیک پاریس,6500,"کیانوش رستمی, تیم ملی وزنه برداری, المپیک 2024 پاریس, وزنه برداری"
تمدید قرارداد عجیب یوونتوس با بازیکن جنجالی,4000,"یوونتوس, نیکولو فاجیولی, سری آ ایتالیا, فوتبال"
خمس: می‌خواستم گوش بازیکنان را بکشم,3000,"تراکتور, لیگ برتر ایران, پاکو خمس, فوتبال"
"مسی حتی در پی‌اس‌جی هم بهترین نبود، چه برسد دنیا!",9200,"لیونل مسی, پاری سن ژرمن, توپ طلا, فوتبال"
ال‌کلاسیکوی ترکیه: یک بازی والیبال و این همه ستاره,3400,والیبال
مدیرعامل اسبق پرسپولیس عضو کمیته برگزاری لیگ شد,9800,"مهدی تاج, حمید رضا گرشاسبی, لیگ برتر ایران, فوتبال"
کاهش قرارداد رضاوند برای صدور کارت هاشمی‌نسب,5800,"استقلال, آرش رضاوند, لیگ برتر ایران, مهدی هاشمی نسب, فوتبال"
واکنش جالب ستاره مصدوم پرسپولیس به جایزه مسی,13700,"پرسپولیس, لیونل مسی, یاسین سلمانی, لیگ برتر ایران, فوتبال"
طارمی هدیه کریسمس مدیران اینتر به اینزاگی,16800,"اینتر, پورتو, مهدی طارمی, نقل و انتقالات اروپا, سیمونه اینزاگی, لیگ برتر پرتغال, فوتبال"
غرامت کمرشکن منچستریونایتد به هلندی ناکام,10000,"منچستریونایتد, اریک تن هاخ, لیگ برتر انگلیس, فوتبال"
خانواده چگونه باعث قهرمانی جوکوویچ شده است,1100,"نواک جوکوویچ, تنیس"
خوشکفا: بازی با گل‌گهر جنگ نابرابر است,1900,"استقلال خوزستان, علیرضا خوشکفا, لیگ برتر ایران, فوتبال"
ستاره کشتی‌کج بکام شد (عکس),4700,"لیگ MLS آمریکا, کشتی کج, دیوید بکام, اینتر میامی"
پیروانی: پرسپولیس تیم محلی نیست,8200,"پرسپولیس, لیگ برتر ایران, افشین پیروانی, فوتبال"
رسمی: هافبک بایرن 4 ساله تمدید کرد (عکس),12300,"بایرن مونیخ, بوندسلیگا آلمان, فوتبال"
احتمال محرومیت رونالدو پس از جنجال شب گذشته,13100,"کریستیانو رونالدو, النصر, الاتفاق, لیگ حرفه‌ای عربستان, فوتبال"
اولادقباد: آرزو می‎‌کنم همه حال من را داشته باشند,3700,"مهدی تاج, مسلم اولادقباد, فوتسال"
در انتظار واکنش مورایس به حرف‌های گل‌محمدی!,9000,"سپاهان, پرسپولیس, یحیی گل محمدی, ژوزه مورایس, لیگ برتر ایران, فوتبال"
فسخ قرارداد به‌خاطر خوردن همبرگر!,9400,"تاتنهام, گالاتاسرای, نقل و انتقالات اروپا, تونگای اندومبله, فوتبال"
شمسایی: باز هم فوتسال آبروداری کرد! ,4300,"تیم ملی فوتسال ایران, وحید شمسایی, فوتسال"
بلیت بازی پرسپولیس گرانتر شد,4100,"پرسپولیس, لیگ برتر ایران, فوتبال"
Without any tag,0,Without any tag
پیام علیرضا بیرانوند به پورعلی‌گنجی پس از جراحی,2200,"پرسپولیس, مرتضی پورعلی گنجی, لیگ برتر ایران, فوتبال"
بازگشت داور جنجالی بازی پرسپولیس با سپاهان ,1700,"ملوان, سپاهان, لیگ برتر ایران, پیام حیدری, فوتبال"
"یونایتد فقط به زمان نیاز دارد، هیچ شکی ندارم",389000,"منچستریونایتد, اریک تن هاخ, لیگ برتر انگلیس, فوتبال"
درخواست رضائیان از هواداران سپاهان ,393000,"سپاهان, رامین رضائیان, لیگ برتر ایران, فوتبال"
آزمون: این یک کلاس درس برای همه ما بود ,323000,"فوتبال زنان, تیم ملی فوتبال زنان, انتخابی المپیک زنان, فوتبال"
یحیی برای اولین بار از مهاجم سوئدی تعریف کرد!,2000,"پرسپولیس, یحیی گل محمدی, لیگ برتر ایران, نبیل باهوی, فوتبال"
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
Without any tag,0,Without any tag
